Title,Score,Comment
서울대작전,8,~~너~~무 속도감있고 재밌는데?
김씨 표류기,8,하도 평점이 높아 최근에 봤는데 사회에서 냉대와 괄시 받던 낙오자들이 서로 성처와 굴레에서 벗어나고  치유되는 과정같아 잔잔한 감동이네요 글고 정려원의 쌩얼이 이렇게 이쁜 줄은 미처 몰랐네요
육사오(6/45),10,이런게 영화다 영화는 한순간도 지루하면 안된다 그냥 봐라 롸잇나우
헌트,10,이영화가 와 8점대 인가..어처구니 없네너무 재미있다 한산보다 더 재미있습니다
리미트,10,이정현 배우님 연기에 대한 몰입감이 진짜 장난 아니에요
리미트,10,스토리 전개도 빠르고 긴장감있게 봤어요 반전도 새로웠고 재밌게 잘봤습니다
육사오(6/45),10,아이들과 함께 오랜만에 영화 보는 내내 웃으면서 봤어요. 그냥 아무 생각 없이 웃고 싶을 때 강추~! 개그 프로 본다는 느낌으로 ..
더 킬러: 죽어도 되는 아이,8,어허허허허~~~언년아~~~~
육사오(6/45),10,재미와 오락이라는 기본적인 요소에 충실한 영화-꼭 대작이 아니더라도 이런 영화도 있어야죠
서울대작전,1,"되도않는 어설푼 복고 유치뽕짝 이걸 보느니 넷플 에니메이션 아폴로10 2/1을 보는게 정신건강! 흥미유발! 완벽한 앤티크 복고  드라마의 재현이 주는 감동을 느낄 수 있을듯. 의상,헤어에 힘주는게 복고재현이 아니란걸 감독은 정신차리고 알아야함."
귀멸의 칼날: 아사쿠사 편,8,"무잔, 타마요, 유시로가 등장해 아직 애니화되지 않은 향후 전개의 떡밥을 남김"
더 그레이트 샤크,1,채널 돌리다 하길래 그냥 아무 생각없이 졸작이겠거니 하고 보는데... 아니 뱅기 전세낸 사람이 싫다고 하고 신고도 이미 했다면서 걍 전문가한테 맡기지 왜 나섬 ㅋㅋㅋ 상어와의 사투를 만들기 위한 어거지 진행인데 ㄹㅇ
서울대작전,8,오락영화가 이정도면 볼만하지!! 도대체 멀 기대한거지! 머리비우고 보기 딱 좋은 영화입니다
헌트,9,굿굿굿
파라노말 액티비티: 더 고스트 디멘션,6,보는 내내 열받음 일부러 죽으려고 환장한 것들인지 어우 진짜 팍씨
서울대작전,1,배우들이 너무 아깝다 ㅠㅠ
리미트,1,나쁜 알바놈들아 그만해 ㅠㅠ개망작입니다 도망치세요
탑건: 매버릭,10,"내용, 스토리 촌스러운데 겁나 재밌네ㅋㅋㅋㅋ"
육사오(6/45),10,난  극한직업  보다 재미있었음
"굿 럭 투 유, 리오 그랜드",8,
헌트,10,진짜 좋다 모든게
서울대작전,1,"분노의 질주를 꿈꿨으나 조잡하기가 그지없는, 반은 성공 내 분노는 질주함"
놉,1,"조던 필 감독 영화 모조리 봤는데, 이번 영화만큼 난해한건 첨봐요. 영화 해석을 봐도 모르겠어요. 진짜 재미도 너무 없었어요 ㅠㅠ"
한산: 용의 출현,1,국뽕으로 보기엔 충분 하지만 80년도 연출적인( 소위 수사반장) 거북선의 등장..뭐 이정도면 초등학생들 단체관람 하는 만화영화 수준 이랄까??막판 뒤집기 식으로 거북선 등장에 애기들 와~~~ 하고 박수치게 만드는 수준??감독님~~ 레벨업좀 하십쇼~~~언제까지 던전에서 앵벌이만 하실껍니까???
리미트,10,한국판 테이큰이라고 알고 갔는데 속이 뻥 뚫리는 액션과 내용으로 지루할 틈 없이 재밌게 봤네요ㅎㅎ
헌트,10,"이정재 감독 영화라는데 깜놀했어요. 어떻게 이렇게 잘 만들어요? 모래시계때 이정재 배우를 기억하는데, 지금의 모습을 보면, 정말 대단합니다. 세월이 그냥 흐른게 아니고, 한 배우를 일취월장하게 한 그 살아있는 증명 같은 영화라고 생각합니다! 영화 잼있었어요!!"
헌트,10,시간순삭 존잼 존잼이었다.
서울대작전,2,박주현은 왜..ㅋㅋ ㅋ노코멘트ㅜㅜ
강철의 연금술사 완결편: 복수자 스카,3,액션이 많은데도 밋밋하게 느껴진다
헌트,10,정우성의 완성형 연기!! 얼굴이 다 하지 않고 제대로 녹아든 정우성 연기!!! 탄탄한 스토리!!!  딱 과하지도 넘치지도 않은 주연급 배우들의 적절한 우정(?)출연!!!! 당최 이정재 감독은 뭐 못하는게 뭡니까?
서울대작전,1,"평점 주는 것도 아깝다, 배우들의 연기는 필요없다, 최대한 어눌하게 해라.  카메라 촬영 기술도 필요없다. 찍어서 내놓은것에 만족해라, .  갖가지 소품과 쓰잘데기없는 음악의 고급은 필요없다. 휙, 쓕, 그 정도 배경에 소음이 담기면 된다.   끝까지 본 관객은 대단한 사람, 난 중간에 끊었다."
육사오(6/45),8,ㅋㅋㅋ 푸하하 이렇게 웃다 나올 수 있는 영화임. 간만에 웃었네
서울대작전,10,난 재미있게 보았다평점 왜이러지ㅠ. ㅠ차도 재밋고 시원하게 달리니 속이시원 ㅎㅎ
사랑할 땐 누구나 최악이 된다,10,그리 특별하지 않은 이야기를 비범하게 만들어내는 재능
서울대작전,8,킬링타임용으론 좋았음
탑건: 매버릭,10,너무 재밌어서 2번이나 본 영화.. 명장면이 너무나 많지만 해변장면과 2분 15초 장면은 가시 보고 싶을정도
서울대작전,1,하... 유아인 믿었는데  보는동안 시간이 아까웠네요
육사오(6/45),10,"너무 즐겁게 봤어요~^^ 최근에 이렇게 유쾌한 영화를 본 적이 없었는데 모처럼 소리내서 웃으면서 봤습니다.  재밌는 요소가 너무 많았어요. ㅎㅎ 내용도 좋고, 연기자분들 연기도 좋았어요."
서울대작전,1,별 반개도 아깝습니다~~~ 왜 마이너스는 없는거죠????  정확한 별점은 마이너스 10점 입니다~~~리뷰 다는데  제약이 너무 많네요~~~할많하않쓰레기인데~~~ 분리수거가 안됨....
육사오(6/45),8,가볍게 보기 좋았어요! 유튜브채널에서 홍보용 영상으로 로또 찾기 전까지 장면 대략봐서 이미 웃고 와서 그런가 드라마틱하게 웃긴건 없었지던 것 같아요. 중간에 로또 찾아가는 과정도 웃겼는데 주위에 민망한가 안웃어서 눈치보이는;;마지막에 감동적으로 끝나서 적어도 보고 기분좋게 끝나는 영화였습니다!
명량,10,보는 내내 가슴 웅장 뭉클... 꼭 봐야합니다
헌트,10,첫 감독작품이신데  지루함없구   연출넘잘하신듯
한산: 용의 출현,8,압도적인 승리가 필요하다.
리미트,3,흠 아무런 개연성이 없음 이게 영화라고? 감상포인트가 없는대 추천하라는 네이버는 반성하라
서울대작전,2,80년대엔 Gimpo 가 아닌 Kimpo airport 였는데 레트로면 고증 똑바로!
한산: 용의 출현,10,"변요환, 김향기의 연기는 날로 진화하고 있습니다.  웰메이드 영화 잘 감상 했습니다"
불릿 트레인,5,음 너무 아쉽던 영화 설명이 많아서 지루했네요
외계+인 1부,2,배우들의 연기를 제외하고 보면 중국 짝퉁 요괴 영화 같네요
서울대작전,2,유아인님 작품 잘못선택한듯
사랑할 땐 누구나 최악이 된다,10,the worst person이라고는 하지만 이 사람만큼 강한 줏대로 살아가는 사람도 없는 듯.
한산: 용의 출현,10,
놉,8,천재들의 머리를 따라갈 수가 없습니다.
아라시 20주년 투어 콘서트 5X20,10,정말 너무 신나고 너무 재밌었어요! 오랜만에 추억을 떠올렸네요
나의 청춘은 너의 것,2,이건 진짜입니다 진짜 진짜임 어떻게 이런영화를 만들 생각을 하지...?
리미트,10,배우님들 디테일한 감정선 연기  너무  좋았습니다
육사오(6/45),10,오랜만에 극장에서 소리 지르고 웃으며 영화 본 것 같아요. 킬링타임용 영화일줄알았는데 정말 재밌게 잘봤습니당
서울대작전,1,"짭노의 질주.어줍잖이 노래로 살려보려 했지만 클리셰 범벅, 오글거림의 극한을 보여줌.예측이 가능한 씬들 왜 봤는지는 나도 모름"
헌트,8,감독이 이정재라고해서 그닥 기대없이 봤었는데 너무 재밌었음!
헌트,10,오빠들 실물보고 싶어서 내돈 주고 무대인사도 갔는데… 기대 이상의 영화였습니다^^
불릿 트레인,7,뭔가 애매한 영화 고어로 가려면 더 고어로 가던가 비급으로 가려면 비급으로 가던가.. 무엇하나 챙기지 못함
서울대작전,2,이건뭐 집안일 다하면서 보는중이네요  집중할필요도없고  청소기도 돌리다 설겆이도하다  그래도 지나다님서  심심하니까 한번씩들여다는봐요   끄고싶지만  그냥 끝나기를 기다립니다
리미트,10,한국 여성판 테이큰  한국영화 여자 스릴러 오랜만인듯.. 낯설기도하고 첨보는 느낌.
카터,10,촬영기법이 궁금할정도로 액션씬이 경이로웠음대단했음  스토리는 조금 아쉬울수 있으나정말 많이  발전한  한국영화 다음이 더 기대됨
육사오(6/45),10,시간이 남아서 보러 갔는데 너무 재밌었어요
당신은 이 글 속에 살아있다,8,틀에밖힌 식상함보다 좋았다
베르히만 아일랜드,9,"베르히만 아일랜드에서 일어나는 또 다른 베르히만 커플의 이야기. 영화속에서 벌어지는 사건과 이야기들도 같은 구조. 베르히만 감독과 영화에 대한 이해가 있으면 금상첨화, 아름다운 풍경은 덤!"
리미트,7,연기는 좋았지만.... 주인공측도 악당측도 너무 너프해서 테이큰 물탄맛... 이 되었습니다. + 포스터에 나온 엽총든 장면은 어디에도 없는데... 짤린듯합니다.
리미트,10,배우들 연기력 ㄷㄷㄷ 완전 몰입해서 봤어요 간만에 제대로 된 스릴러 나온 듯
불릿 트레인,2,일본스러운 느낌으로 출연진 대비 최악의 영화
리미트,1,별 1개도 아깝네요정말 최하점수를 주고싶다수없이 영화를받지만 이런영화처음이다최악의 영화다3류영화도 아니고~~몰입감 0연기력 0연출 0절대 보지마쇼
한산: 용의 출현,5,개인적으론 다른 평점처럼 이렇게 찬양할 만큼 재밌진 않았음
레이디스 나잇,8,'행오버 여자버전'이라고 해서 호기심에 봤는데 남자버전같은 화끈한 재미는 덜하지만 킬링타임용으로 추천한다. 특히 사건이 발생하고 어떻게 수습할지 궁금했는데 생각지도 못한 결말이라서 마음에 든다.
한산: 용의 출현,1,재밌다고 댓글남긴 놈들 미친놈들이냐?개삼류 쓰레기 영화인데 1점도 아깝다.감독은 그냥 공사판에 가서 노가다나 하길 바란다.
서울대작전,2,아기 공룡 둘리 보다 리얼리티가 떨어지는데 의도하신건가요?
마이웨이,10,낮은평점이 이해가되질않는 명작이다
헌트,9,
외계+인 1부,10,새로운도전 아주 볼만하고재밋습니다
서울대작전,6,유아인은 살아있다 부터 이상한 영화만 출연하는거 같다.뭔가 화려하게 보여주는거 같으면서도 유치하고 재미없는 영화인듯..
사랑할 땐 누구나 최악이 된다,4,노르웨이판 개악녀 이야기 꺼져
육사오(6/45),10,간만에 크게 웃었습니다.
녹턴,10,엔딩 크레딧..자리를 끝까지 지킨 영화♡
서울대작전,4,유아인 나와서 봤어요 ….
사랑할 땐 누구나 최악이 된다,7,이영화를 보기전 원제(VERDENS VERSTE MENNESKE)만 기억하면 됩니다. 영어로 번역하면 The worst person in the world 우리말로 하면 세상에서 가장 나쁜 사람
육사오(6/45),10,첨부터끝까지웃기는영화.강추.
육사오(6/45),10,오랜만에 자극적이거나 부담감없이 편안하게 즐기면서 볼수있는 영화에요 웃음 포인트도 많고 강추합니다
불릿 트레인,5,참신하게 보이려했으나 참신함보다는 지루함이 가득하다액션도 그냥저냥 스토리도 그렇게 흡입력이 있진 않다
육사오(6/45),10,영화관에서 진짜 엄마랑 빵빵 웃엇어요 ㅋㅋㅋㅋ 극장 안 사람들 다 엄청 웃음! 가족끼리 보기 좋아요~
임포스터,1,지루하다. 한마디로.
서울대작전,10,저는 넘 재밌게 봤어요 ㅎㅎ그나저나 유아인얼굴 대유잼
카터,8,이런 시도를 했다는거 자체가 대단함. 액션씬이 화려해서 먼저 보고 가족 볼때 다시 봄
한산: 용의 출현,10,"안성기,박해일,김성규,김성균,손현주,변요한,김향기 등 주연 배우, 조연 배우들은 물론이고 이번에 특히 와키자카의 조카로 나온 이서준 배우가 정말 돋보였네요. 마지막을 감지하고 와키자카를 향해 소리지르는 모습이 영화가 끝난 지금도 인상에 남네요.. 영화 정말 재밌게 봤습니다. 박지환 배우도 ~!! 범죄도시 1부터 팬이었는데, 이런 역할도 정말 완벽하게 스며드는구나 라는 생각이 들었습니다. 범죄도시와 같이 웃음을 유발하는 역할로 출연했다면, 연기의 범위가 '개그'라는 하나의 분야로 한정되어버릴 수도 있을 뻔 했는데 .. 이번 나대용 역할이 앞으로의 연기 스펙트럼을 넓힐 수 있는 하나의 돌파구가 되지 않을까 싶습니다. 그 박해일 배우 앞에서 무릎을 꿇고 눈물 흘리던 씬도 마찬가지로 정말 인상 깊었네요. 정말 재밌게 영화 잘 봤습니다."
인플루엔자,1,현직인데 이걸 10점준다고??
육사오(6/45),10,재밌어요.  깔끔해요. 아들이랑 엄ㅊ?ㅇ웃었어요
프리댄스,10,
리미트,10,생각보다 정말 재미있게 봤어요
리미트,7,아동유괴의 경각심을 일깨워주는 영화이고 킬링타임용으로는 볼만 했습니다.
서울대작전,10,시원하던데...마지막 백담사 그분은....ㅋㅋㅋ
서울대작전,1,화려하지만 유행이 많이 지나간 포장지로 포장한 쓰레기
불릿 트레인,10,꿀잼인디 평점이 낮네요 평점올려야할듯
헌트,9,한국 첩보액션영화 수준이 두단계는 격상
한산: 용의 출현,10,역사를 이렇게 다시 한번 영화로 보게 되어 너무 좋았습니다.
탑건: 매버릭,10,짱  모든게완벽하다 탑건3나오길
돈 룩 업,1,개노잼 보면서  지루하고 답답하고 화가났음
탑건: 매버릭,10,올해 최고의 영화 추천합니다
서울대작전,1,보다보다 너무 재미 없어서 중간에 끄고 평점 확인하러 온 1인..
헌트,10,
문라이트,8,깊은 외로움 속 희망의 빛 줄기를 다시 만났을 때
서울대작전,1,배우와 시대 배경에 소요된 소품비용이 아까운 영화. 근데 이거 영화 맞나? 굳이 시간내셔서 보시지 않을것을 추천합니다.
